,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,ra,dec,koi_kepmag
5489,FALSE POSITIVE,0,1,0,0,6.496031958,135.4687416,6.79e-05,-6.79e-05,0.065,5.21924,0.00326,-0.00326,108890.0,32.33,957.0,198.07,1797.6,5516.0,166.0,-149.0,4.364,0.171,-0.209,0.988,298.38272,44.61557,14.502
5490,FALSE POSITIVE,0,1,1,0,4.012537983,134.652406,0.000331,-0.000331,0.783,2.0101,0.0302,-0.0302,19796.0,9.96,765.0,80.95,166.0,4483.0,120.0,-133.0,4.629,0.056,-0.024,0.63,298.57599,44.683788,15.381
5491,FALSE POSITIVE,0,1,1,0,1.594162001,132.634679,0.000322,-0.000322,1.128,5.4958,0.0183,-0.0183,9876.3,26.11,1419.0,960.51,415.0,5388.0,159.0,-159.0,4.449,0.121,-0.148,0.885,301.09857,44.76059,14.585
5492,FALSE POSITIVE,0,1,0,0,10.238939876,132.722552,0.000215,-0.000215,1.022,3.4851,0.015,-0.015,3153.1,22.09,1190.0,474.05,427.6,6244.0,203.0,-248.0,3.986,0.39,-0.13,1.807,294.3335,44.870853,13.897
5493,FALSE POSITIVE,0,1,0,0,5.499941387,136.869403,0.000236,-0.000236,0.002,5.1339,0.0132,-0.0132,40110.0,23.34,1202.0,492.27,506.4,6435.0,153.0,-211.0,4.385,0.065,-0.208,1.157,291.84222,45.2393,15.48
5494,FALSE POSITIVE,0,1,0,0,265.2996227,316.91977,0.000227,-0.000227,0.798,8.8452,0.0187,-0.0187,100160.0,33.81,270.0,1.25,616.3,5873.0,139.0,-174.0,4.547,0.033,-0.187,0.863,290.38962,45.681438,15.518
5495,FALSE POSITIVE,0,1,0,1,265.2999623,316.91821,0.00107,-0.00107,0.928,8.8577,0.0565,-0.0565,31778.0,25.56,296.0,1.81,154.7,6108.0,165.0,-220.0,4.471,0.052,-0.208,0.997,290.39124,45.68161,15.279
5496,FALSE POSITIVE,1,0,0,0,98.1020983,170.33189,0.00896,-0.00896,0.1865,1.225,0.233,-0.233,184.4,1.97,525.0,17.96,6.9,6669.0,152.0,-235.0,4.224,0.136,-0.317,1.427,288.72083,42.71698,13.557
5497,FALSE POSITIVE,1,0,0,0,182.467019,215.019,0.0231,-0.0231,0.0158,7.607,0.912,-0.912,1020.0,3.73,364.0,4.17,12.5,6299.0,143.0,-230.0,4.401,0.055,-0.381,1.167,291.34805,42.79454,13.408
5498,FALSE POSITIVE,1,0,0,0,126.57837267,198.1194352,0.008911113748378729,-0.008911113748378729,0.7967733323831242,2.5,0.3187360541864822,-0.3187360541864822,30620.113982326115,129.97391676168758,1148.5956385404788,8485.673643191158,326.634421322691,5727.70681299886,146.2316808787397,-164.97595596755505,4.303515535917901,0.12260846943199885,-0.1426957652840006,1.7792880558722919,291.34805,42.79454,13.408
5499,FALSE POSITIVE,0,1,0,0,11.41437505,142.59649,0.00439,-0.00439,0.895,6.276,0.206,-0.206,45966.0,44.08,1128.0,383.45,34.2,6826.0,152.0,-220.0,4.187,0.153,-0.187,1.52,283.60733,43.004189,11.254
5500,FALSE POSITIVE,1,0,0,0,151.31847,148.9275,0.081,-0.081,0.3788,16.45,2.4,-2.4,105.4,1.13,373.0,4.57,6.0,6003.0,152.0,-166.0,4.346,0.124,-0.243,1.085,296.85583,43.058311,12.744
5501,FALSE POSITIVE,0,1,0,0,14.66769462,139.161736,0.000712,-0.000712,1.169,2.4462,0.0379,-0.0379,29862.0,145.18,1552.0,1370.6,86.5,7517.0,235.0,-314.0,3.717,0.434,-0.077,3.226,296.01483,51.34697,13.415
5502,FALSE POSITIVE,1,0,0,0,150.381954,205.2811,0.0196,-0.0196,0.892,4.968,0.476,-0.476,396.1,2.26,325.0,2.63,7.8,5569.0,75.0,-83.0,4.459,0.059,-0.11,0.954,292.17114,40.916309,15.198
5503,FALSE POSITIVE,0,1,1,0,11.4132144,140.11988,0.00826,-0.00826,0.439,2.371,0.266,-0.266,76.4,1.03,925.0,172.97,10.4,6188.0,166.0,-203.0,4.33,0.128,-0.192,1.155,296.27393,44.010441,13.746
5504,FALSE POSITIVE,1,0,0,0,172.178768,139.442,0.0112,-0.0112,0.2431,1.19,0.309,-0.309,501.0,2.29,349.0,3.51,4.7,6208.0,156.0,-202.0,4.462,0.047,-0.303,1.009,292.60025,37.832069,14.349
5505,FALSE POSITIVE,0,1,0,0,13.787520532,136.762097,2.87e-05,-2.87e-05,0.99,2.55435,0.00192,-0.00192,12978.0,25.33,921.0,170.01,2126.1,6399.0,70.0,-89.0,4.312,0.056,-0.112,1.289,293.09286,45.691841,12.14
5506,FALSE POSITIVE,0,1,0,0,8.2904597,132.24956,0.00491,-0.00491,0.426,2.6002,0.0169,-0.0169,173010.0,23.96,594.0,29.41,297.2,4601.0,162.0,-178.0,4.681,0.056,-0.032,0.566,294.66852,45.966431,17.409
5507,FALSE POSITIVE,1,0,0,0,66.789347,184.4713,0.0144,-0.0144,0.667,4.08,0.397,-0.397,358.5,2.07,490.0,13.61,9.5,6297.0,169.0,-225.0,4.448,0.052,-0.208,1.031,297.9516,46.264721,15.083
5508,FALSE POSITIVE,0,1,0,0,6.150251376,134.4228253,8.79e-05,-8.79e-05,1.27,1.68923,0.00306,-0.00306,2128.7,100.03,2251.0,6066.49,471.0,8914.0,246.0,-458.0,3.896,0.27,-0.18,2.867,297.18176,45.988441,10.622
5509,FALSE POSITIVE,1,0,0,0,8.214204254,135.01403,0.00127,-0.00127,1.092,4.5905,0.012,-0.012,74177.0,42.29,798.0,96.12,613.1,5654.0,178.0,-198.0,4.59,0.036,-0.144,0.774,294.17896,46.188431,16.356
5510,FALSE POSITIVE,0,1,0,0,5.918619554,132.924716,0.000101,-0.000101,0.258,3.94804,0.00396,-0.00396,94124.0,29.98,1009.0,245.42,1117.0,5957.0,176.0,-211.0,4.498,0.039,-0.221,0.971,291.85846,46.386452,15.678
5511,FALSE POSITIVE,0,1,0,0,3.319523463,131.923046,0.0003,-0.0003,1.162,3.3465,0.0209,-0.0209,38832.0,38.37,1108.0,356.42,249.4,5761.0,155.0,-155.0,4.581,0.04,-0.16,0.791,297.35962,46.343552,15.101
5512,FALSE POSITIVE,0,1,0,0,5.874197307,134.3187261,4.46e-05,-4.46e-05,0.7,4.26585,0.00253,-0.00253,205700.0,59.2,1112.0,361.15,2200.0,6103.0,190.0,-212.0,4.363,0.124,-0.201,1.083,290.99643,43.458752,14.857
5513,FALSE POSITIVE,1,0,0,0,19.7959731,135.93667,0.00585,-0.00585,0.156,5.342,0.141,-0.141,334.0,3.47,1014.0,249.43,16.6,6731.0,189.0,-259.0,4.043,0.231,-0.168,1.876,299.44345,43.449886,9.816
5514,FALSE POSITIVE,1,0,0,0,209.00055019,149.8223238,0.008911113748378729,-0.008911113748378729,0.7967733323831242,2.52,0.3187360541864822,-0.3187360541864822,30620.113982326115,129.97391676168758,1148.5956385404788,8485.673643191158,326.634421322691,5727.70681299886,146.2316808787397,-164.97595596755505,4.303515535917901,0.12260846943199885,-0.1426957652840006,1.7792880558722919,295.97079,43.52969,15.334
5515,FALSE POSITIVE,0,1,1,0,5.614892073,132.842964,0.000772,-0.000772,1.243,3.7294,0.0401,-0.0401,2373.0,1192.79,4097.0,66631.18,122.3,4289.0,95.0,-116.0,1.603,0.033,-0.027,35.695,296.98563,43.581352,11.925
5516,CONFIRMED,0,0,0,0,12.2064304,134.053,0.112,-0.112,0.104,2.407,0.126,-0.126,1337.2,5.41,895.0,151.44,16.2,5254.0,203.0,-166.0,4.05,0.49,-0.245,1.514,297.21216,43.643719,14.13
5517,CONFIRMED,0,0,0,0,6.6513189,135.289,0.126,-0.126,0.064,2.135,0.151,-0.151,1058.4,4.81,1095.0,340.06,15.3,5254.0,203.0,-166.0,4.05,0.49,-0.245,1.514,297.21216,43.643719,14.13
5518,FALSE POSITIVE,0,1,0,0,3.905532605,133.349361,0.000445,-0.000445,0.002,6.8091,0.0192,-0.0192,73081.0,21.37,1017.0,253.21,350.4,5495.0,149.0,-149.0,4.543,0.063,-0.117,0.798,283.06628,43.743591,12.862
5519,CONFIRMED,0,0,0,0,210.631486,300.72292,0.00618,-0.00618,0.642,8.419,0.223,-0.223,1657.8,3.23,234.0,0.71,25.9,4895.0,78.0,-78.0,4.589,0.018,-0.046,0.759,287.30283,39.289688,15.195
5520,FALSE POSITIVE,1,0,0,0,455.27405,367.95,0.0144,-0.0144,0.2429,2.4,1.1,-1.1,366.0,1.54,196.0,0.35,4.5,5178.0,172.0,-136.0,4.556,0.028,-0.149,0.818,293.1311,45.663551,13.829
5521,FALSE POSITIVE,1,0,0,0,93.6273251,222.5881699,0.008911113748378729,-0.008911113748378729,0.7967733323831242,1.92,0.3187360541864822,-0.3187360541864822,30620.113982326115,129.97391676168758,1148.5956385404788,8485.673643191158,326.634421322691,5727.70681299886,146.2316808787397,-164.97595596755505,4.303515535917901,0.12260846943199885,-0.1426957652840006,1.7792880558722919,295.62469,42.545898,15.956
5522,FALSE POSITIVE,0,1,0,0,6.474202359,134.3950738,8.99e-05,-8.99e-05,0.448,3.35989,0.00583,-0.00583,203490.0,28.96,717.0,62.47,1284.0,4947.0,148.0,-148.0,4.636,0.065,-0.035,0.624,293.54028,46.437279,14.998
5523,FALSE POSITIVE,0,1,1,1,8.4803048,135.85228,0.0017,-0.0017,0.027,7.5348,0.0541,-0.0541,2672.9,4.13,777.0,86.01,70.1,5478.0,180.0,-164.0,4.573,0.038,-0.142,0.812,298.79437,46.680771,15.736
5524,FALSE POSITIVE,0,1,1,1,9.93443795,132.87307,0.00197,-0.00197,1.264,8.098,0.109,-0.109,2750.0,35.54,830.0,112.23,92.8,5763.0,154.0,-206.0,4.484,0.04,-0.16,0.998,297.25943,46.987629,15.777
5525,FALSE POSITIVE,0,1,0,0,2.173552528,132.3118,0.00118,-0.00118,1.297,1.6107,0.0679,-0.0679,3026.0,23.51,1025.0,260.75,35.9,5008.0,166.0,-151.0,4.663,0.058,-0.036,0.594,291.14401,47.185459,14.605
5526,FALSE POSITIVE,0,1,1,0,10.157715971,139.442275,0.000396,-0.000396,1.268,2.9526,0.0225,-0.0225,9520.1,42.27,853.0,125.42,168.0,5993.0,193.0,-241.0,4.489,0.05,-0.212,0.986,297.15894,47.319191,15.589
5527,FALSE POSITIVE,1,0,0,0,131.258668,182.3187,0.0228,-0.0228,0.4901,4.89,0.639,-0.639,153.0,1.59,433.0,8.31,8.5,6443.0,153.0,-215.0,4.325,0.086,-0.373,1.248,296.58698,43.766918,12.236
5528,FALSE POSITIVE,1,0,0,0,75.072964,147.1591,0.0373,-0.0373,0.2602,9.21,1.9,-1.9,74.3,1.09,522.0,17.51,7.1,6443.0,153.0,-215.0,4.325,0.086,-0.373,1.248,296.58698,43.766918,12.236
5529,FALSE POSITIVE,1,0,0,0,404.701927,196.6089,0.0116,-0.0116,0.2598,3.981,0.458,-0.458,236.2,1.94,298.0,1.85,7.8,6443.0,153.0,-215.0,4.325,0.086,-0.373,1.248,296.58698,43.766918,12.236
5530,FALSE POSITIVE,0,0,1,1,0.779609509,131.67843,0.00714,-0.00714,0.676,4.013,0.208,-0.208,88.5,1.07,2097.0,4557.44,21.0,5899.0,184.0,-205.0,4.37,0.124,-0.201,1.07,296.7114,43.85815,15.211
5531,FALSE POSITIVE,1,0,0,0,15.80529628,135.9561178,0.008911113748378729,-0.008911113748378729,0.7967733323831242,1.56,0.3187360541864822,-0.3187360541864822,30620.113982326115,129.97391676168758,1148.5956385404788,8485.673643191158,326.634421322691,5727.70681299886,146.2316808787397,-164.97595596755505,4.303515535917901,0.12260846943199885,-0.1426957652840006,1.7792880558722919,300.29269,43.811508,13.148
5532,FALSE POSITIVE,0,1,0,0,2.103239235,132.8681395,5.24e-05,-5.24e-05,0.62,7.08365,0.00326,-0.00326,314930.0,64.15,1470.0,1100.91,3069.4,6074.0,163.0,-200.0,4.466,0.067,-0.202,0.965,290.91058,43.92947,14.169
5533,CONFIRMED,0,0,0,0,184.262741,255.2287,0.0112,-0.0112,0.885,11.94,0.233,-0.233,292.2,2.57,380.0,4.93,21.1,6115.0,122.0,-135.0,4.249,0.137,-0.112,1.291,290.08276,50.86348,13.312
5534,FALSE POSITIVE,1,0,0,0,360.477635,253.9112,0.0201,-0.0201,72.848,4.332,0.953,-0.953,604.0,11943.8,339.0,3.11,7.3,6266.0,126.0,-134.0,4.101,0.161,-0.12,1.522,296.96027,46.034302,14.327
5535,FALSE POSITIVE,1,0,0,0,18.0811429,140.5222,0.0332,-0.0332,0.6214,4.44,1.0,-1.0,71.2,0.75,638.0,39.18,5.7,5693.0,163.0,-147.0,4.551,0.028,-0.302,0.856,290.20163,48.185822,14.754
5536,CONFIRMED,0,0,0,0,20.9569985,139.07664,0.00968,-0.00968,0.112,3.493,0.134,-0.134,1917.9,2.38,363.0,4.11,22.7,3891.0,70.0,-86.0,4.718,0.018,-0.042,0.564,283.33606,47.174541,16.279
5537,FALSE POSITIVE,0,1,0,0,4.816610903,133.763636,0.000128,-0.000128,0.431,3.82353,0.00743,-0.00743,80226.0,26.15,1050.0,287.3,759.1,5796.0,143.0,-158.0,4.472,0.091,-0.182,0.904,281.9364,48.010059,14.843
5538,FALSE POSITIVE,0,1,0,0,2.305903447,131.7928588,0.008911113748378729,-0.008911113748378729,0.003,3.3828,0.3187360541864822,-0.3187360541864822,23269.0,39.04,3147.0,23214.46,511.7,9696.0,272.0,-467.0,4.033,0.215,-0.194,2.492,290.43994,48.045101,16.321
5539,FALSE POSITIVE,0,1,0,0,1.814128042,131.938871,0.000473,-0.000473,1.246,3.0646,0.025,-0.025,2063.6,426.98,3773.0,47891.79,163.9,4822.0,38.0,-115.0,2.662,0.174,-0.116,12.899,293.55737,48.04174,11.78
5540,FALSE POSITIVE,1,0,1,0,1.247121237,132.39461,0.00196,-0.00196,1.223,9.363,0.213,-0.213,966.7,18.39,1237.0,552.82,92.1,4852.0,145.0,-131.0,4.613,0.065,-0.035,0.651,301.03964,44.036179,13.704
5541,FALSE POSITIVE,0,1,0,0,4.128795314,132.5796644,5.85e-05,-5.85e-05,0.739,2.771,0.00465,-0.00465,154870.0,52.0,1244.0,565.91,1041.8,5949.0,160.0,-160.0,4.311,0.209,-0.19,1.083,297.91592,48.33205,13.1
5542,FALSE POSITIVE,0,1,0,0,3.269176601,133.257825,0.000126,-0.000126,2.195,2.7233,0.0162,-0.0162,59095.0,164.61,1349.0,781.57,515.5,6372.0,170.0,-207.0,4.453,0.056,-0.21,1.015,287.35608,48.543091,14.966
5543,FALSE POSITIVE,0,1,0,0,15.995094054,147.305407,9.58e-05,-9.58e-05,0.272,8.45037,0.00572,-0.00572,44315.0,17.09,676.0,49.26,2019.7,5899.0,159.0,-177.0,4.574,0.034,-0.195,0.805,294.78079,49.273621,15.284
5544,FALSE POSITIVE,1,0,0,0,214.013044,179.8607,0.0233,-0.0233,0.1289,7.87,2.2,-2.2,123.2,1.54,397.0,5.89,9.0,6698.0,151.0,-216.0,4.267,0.102,-0.339,1.37,291.74231,44.074871,12.445
5545,FALSE POSITIVE,0,1,1,0,0.70914232,132.1761,0.000295,-0.000295,1.0094,1.936,0.22,-0.22,2560.0,7.27,1685.0,1903.76,2.6,5350.0,168.0,-151.0,4.578,0.071,-0.135,0.693,296.7843,44.069012,14.677
5546,FALSE POSITIVE,0,1,0,0,9.86869589,138.99584,0.00442,-0.00442,0.984,2.876,0.27,-0.27,5915.0,21.68,1332.0,743.72,15.8,7301.0,230.0,-307.0,4.11,0.204,-0.167,1.717,301.03876,44.071098,10.656
5547,FALSE POSITIVE,1,0,0,0,66.34455122,153.314206,0.008911113748378729,-0.008911113748378729,0.7967733323831242,3.64,0.3187360541864822,-0.3187360541864822,30620.113982326115,129.97391676168758,1148.5956385404788,8485.673643191158,326.634421322691,5727.70681299886,146.2316808787397,-164.97595596755505,4.303515535917901,0.12260846943199885,-0.1426957652840006,1.7792880558722919,293.19507,39.90728,15.189
5548,FALSE POSITIVE,1,0,0,0,73.4567573,172.3647107,0.008911113748378729,-0.008911113748378729,0.7967733323831242,2.74,0.3187360541864822,-0.3187360541864822,30620.113982326115,129.97391676168758,1148.5956385404788,8485.673643191158,326.634421322691,5727.70681299886,146.2316808787397,-164.97595596755505,4.303515535917901,0.12260846943199885,-0.1426957652840006,1.7792880558722919,287.9856,44.147202,11.538
5549,FALSE POSITIVE,0,0,1,0,0.978362973,132.126,0.00389,-0.00389,0.267,1.206,0.127,-0.127,37.1,1.04,2772.0,13948.03,15.9,7193.0,200.0,-300.0,4.156,0.128,-0.192,1.671,301.13428,44.100128,12.34
5550,FALSE POSITIVE,0,0,1,0,15.0367776,133.6558,0.0102,-0.0102,1.115,3.042,0.346,-0.346,503.5,8.02,381.0,4.96,10.8,3729.0,75.0,-67.0,4.733,0.039,-0.021,0.514,292.73764,42.014832,15.665
5551,CONFIRMED,0,0,0,0,12.25384348,143.70549,0.00511,-0.00511,0.441,2.373,0.198,-0.198,147.7,1.0,678.0,50.05,12.3,5413.0,73.0,-81.0,4.579,0.011,-0.105,0.82,285.31381,48.72525,13.747
5552,FALSE POSITIVE,1,0,0,0,143.21109362,221.7556468,0.008911113748378729,-0.008911113748378729,0.7967733323831242,2.71,0.3187360541864822,-0.3187360541864822,30620.113982326115,129.97391676168758,1148.5956385404788,8485.673643191158,326.634421322691,5727.70681299886,146.2316808787397,-164.97595596755505,4.303515535917901,0.12260846943199885,-0.1426957652840006,1.7792880558722919,297.00943,50.372318,13.224
5553,FALSE POSITIVE,0,1,0,0,22.16127178,148.46378,0.00181,-0.00181,1.277,3.699,0.0868,-0.0868,5259.0,69.44,877.0,139.67,56.6,5893.0,162.0,-133.0,3.945,0.315,-0.105,1.745,297.07068,49.442451,13.034
5554,FALSE POSITIVE,0,1,0,0,86.723653,195.3511,0.0168,-0.0168,0.662,4.852,0.506,-0.506,241.0,1.43,391.0,5.5,9.4,5830.0,146.0,-161.0,4.54,0.044,-0.187,0.876,290.72867,37.252651,14.246
5555,FALSE POSITIVE,0,1,0,0,2.745121487,133.619276,0.000829,-0.000829,0.861,2.9845,0.0769,-0.0769,14608.0,9.55,893.0,150.25,86.7,4608.0,163.0,-163.0,4.648,0.024,-0.056,0.658,288.22913,49.904129,15.187
5556,FALSE POSITIVE,0,1,0,0,282.9656538,193.502758,0.000323,-0.000323,0.426,21.4259,0.0222,-0.0222,467860.0,71.61,280.0,1.45,1365.9,5999.0,162.0,-217.0,4.494,0.054,-0.216,0.959,294.81921,49.963631,13.974
5557,FALSE POSITIVE,0,1,0,0,5.889372452,134.779685,2.62e-05,-2.62e-05,0.403,4.94674,0.00088,-0.00088,56841.0,50.78,1695.0,1951.4,4146.7,7249.0,201.0,-302.0,3.993,0.266,-0.143,2.071,297.51343,50.07481,12.472
5558,FALSE POSITIVE,0,1,0,0,2.581595167,132.947414,0.000349,-0.000349,0.124,4.9153,0.0237,-0.0237,171130.0,40.94,1328.0,735.27,338.2,5720.0,152.0,-169.0,4.407,0.12,-0.18,0.989,290.02682,50.455391,15.35
5559,FALSE POSITIVE,0,0,1,0,20.5736113,149.1939,0.0328,-0.0328,0.032,11.222,0.939,-0.939,76.0,3.86,1197.0,484.82,12.3,5440.0,87.0,-76.0,3.404,0.289,-0.051,4.524,292.55194,37.421211,13.33
5560,FALSE POSITIVE,0,0,0,1,0.566801886,131.8258,0.0101,-0.0101,0.3733,5.733,0.63,-0.63,5.9,0.54,3862.0,52564.19,16.3,7589.0,230.0,-303.0,4.023,0.114,-0.34,2.169,291.2699,42.692009,10.238
5561,FALSE POSITIVE,1,0,0,0,180.71809,222.2962,0.0461,-0.0461,0.8856,10.85,1.8,-1.8,31.2,1.28,546.0,20.98,8.6,7608.0,223.0,-312.0,4.08,0.093,-0.367,1.991,280.7475,43.601841,10.505
5562,FALSE POSITIVE,0,1,0,0,6.5583706,133.83031,0.00553,-0.00553,1.213,3.286,0.217,-0.217,136.0,39.06,1283.0,639.83,18.1,6144.0,86.0,-74.0,4.083,0.168,-0.098,1.606,290.03314,38.426861,10.609
5563,FALSE POSITIVE,1,0,0,0,434.39148,131.4436,0.0256,-0.0256,0.9936,13.02,1.3,-1.3,120.3,1.59,236.0,0.73,10.4,5971.0,147.0,-150.0,4.514,0.048,-0.289,0.868,289.73468,46.64534,10.614
5564,FALSE POSITIVE,1,0,0,0,71.1577054,178.29611,0.008911113748378729,-0.008911113748378729,0.7967733323831242,4.85,0.3187360541864822,-0.3187360541864822,30620.113982326115,129.97391676168758,1148.5956385404788,8485.673643191158,326.634421322691,5727.70681299886,146.2316808787397,-164.97595596755505,4.303515535917901,0.12260846943199885,-0.1426957652840006,1.7792880558722919,285.54712,39.06329,10.923
5565,FALSE POSITIVE,1,0,0,0,73.26417,173.8331,0.0468,-0.0468,0.4719,5.54,2.6,-2.6,38.4,1.32,584.0,27.47,3.0,5424.0,74.0,-74.0,3.832,0.018,-0.02,2.11,295.6828,39.618729,11.026
5566,FALSE POSITIVE,1,0,0,0,11.3220104,142.7143,0.0322,-0.0322,0.1749,5.86,0.84,-0.84,17.1,0.91,1215.0,515.77,8.1,6003.0,202.0,-199.0,3.825,0.436,-0.198,2.193,288.39529,39.872627,11.158
5567,FALSE POSITIVE,0,1,0,0,681.9363102,289.0653808,2.11e-05,-2.11e-05,0.828,7.94066,0.00192,-0.00192,186530.0,61.52,220.0,0.56,5388.3,6095.0,136.0,-177.0,4.427,0.059,-0.295,1.035,290.12708,40.15947,11.3
5568,FALSE POSITIVE,1,0,0,0,0.705891195,131.62062,0.00416,-0.00416,0.511,5.281,0.298,-0.298,15.0,1.0,4884.0,134291.26,32.9,10346.0,286.0,-464.0,4.077,0.242,-0.198,2.449,294.20782,39.789291,11.321
5569,FALSE POSITIVE,1,0,0,0,377.88909,143.4845,0.023,-0.023,0.1164,9.259,0.716,-0.716,92.8,3.17,606.0,31.87,11.6,9030.0,272.0,-412.0,3.822,0.243,-0.199,3.218,290.81604,47.682892,11.471
5570,FALSE POSITIVE,1,0,0,0,199.21638,293.6619,0.0404,-0.0404,0.5,9.23,1.8,-1.8,62.5,2.36,706.0,58.73,10.6,8914.0,260.0,-399.0,3.896,0.217,-0.218,2.867,285.13657,48.257301,11.472
5571,FALSE POSITIVE,1,0,0,0,121.70747,229.2617,0.0696,-0.0696,0.9778,1.37,2.4,-2.4,98.2,3.02,580.0,26.67,6.9,6362.0,61.0,-61.0,3.858,0.016,-0.015,2.27,281.12289,47.16489,11.496
5572,FALSE POSITIVE,1,0,0,0,273.528359,246.3207,0.0116,-0.0116,1.363,22.346,0.639,-0.639,408.5,115.4,557.0,22.75,32.1,7682.0,229.0,-305.0,3.838,0.235,-0.176,2.783,294.41833,46.038712,11.575
5573,FALSE POSITIVE,0,0,1,0,3.88258905,134.82111,0.00681,-0.00681,0.553,2.741,0.232,-0.232,57.8,0.78,1158.0,426.41,13.2,5780.0,146.2316808787397,-164.97595596755505,4.438,0.12260846943199885,-0.1426957652840006,1.0,299.87357,40.607719,11.706
5574,FALSE POSITIVE,1,0,0,0,135.57186,245.3504,0.0517,-0.0517,0.2687,9.94,1.6,-1.6,41.2,0.83,439.0,8.77,5.7,6070.0,167.0,-149.0,4.117,0.347,-0.258,1.277,292.08047,37.67461,11.766
5575,FALSE POSITIVE,1,0,0,0,0.954388314,132.44537,0.00326,-0.00326,0.737,6.26,1.9,-1.9,57.2,2.27,3406.0,31694.26,56.3,7056.0,169.0,-253.0,3.813,0.259,-0.111,2.785,288.23862,46.118061,11.872
5576,FALSE POSITIVE,1,0,0,0,173.06929,221.2582,0.0216,-0.0216,1.1262,12.84,2.0,-2.0,576.7,30.29,518.0,17.08,19.9,7296.0,221.0,-310.0,4.103,0.124,-0.338,1.818,295.83194,47.39381,11.943
5577,FALSE POSITIVE,0,0,1,0,1.039046871,131.54272,0.00693,-0.00693,0.096,1.689,0.207,-0.207,24.4,0.48,1774.0,2348.45,9.3,5689.0,152.0,-152.0,4.422,0.104,-0.138,0.976,291.65018,38.40937,12.023
5578,FALSE POSITIVE,0,0,1,0,0.98762513,131.97212,0.00294,-0.00294,0.547,1.127,0.101,-0.101,28.6,1.14,3728.0,45704.5,14.8,9456.0,301.0,-451.0,4.172,0.136,-0.204,2.022,299.436,40.477852,12.234
5579,FALSE POSITIVE,1,0,0,0,113.0707574,171.705,0.008911113748378729,-0.008911113748378729,0.7967733323831242,9.03,0.3187360541864822,-0.3187360541864822,30620.113982326115,129.97391676168758,1148.5956385404788,8485.673643191158,326.634421322691,5727.70681299886,146.2316808787397,-164.97595596755505,4.303515535917901,0.12260846943199885,-0.1426957652840006,1.7792880558722919,286.61902,37.504044,12.267
5580,FALSE POSITIVE,1,0,0,0,66.713573,170.075,0.016,-0.016,0.4916,4.487,0.644,-0.644,63.9,0.98,555.0,22.47,6.7,6745.0,138.0,-219.0,4.361,0.068,-0.275,1.182,291.4325,37.93618,12.301
5581,FALSE POSITIVE,1,0,0,0,135.223193,246.3872,0.0236,-0.0236,0.0177,8.989,0.996,-0.996,56.3,0.92,417.0,7.18,8.9,6181.0,148.0,-178.0,4.279,0.146,-0.286,1.227,284.01102,44.49432,12.452
5582,FALSE POSITIVE,1,0,0,0,195.7093855,177.4118,0.008911113748378729,-0.008911113748378729,0.7967733323831242,10.78,0.3187360541864822,-0.3187360541864822,30620.113982326115,129.97391676168758,1148.5956385404788,8485.673643191158,326.634421322691,5727.70681299886,146.2316808787397,-164.97595596755505,4.303515535917901,0.12260846943199885,-0.1426957652840006,1.7792880558722919,286.08908,45.369011,15.322
5583,FALSE POSITIVE,0,0,1,1,27.6775212,146.1243,0.00407,-0.00407,1.238,2.513,0.293,-0.293,293.9,23.04,558.0,22.91,12.3,5797.0,78.0,-78.0,4.563,0.02,-0.111,0.828,294.50916,39.461109,13.678
5584,FALSE POSITIVE,0,0,1,0,35.2340413,164.0831,0.0148,-0.0148,0.2713,11.874,0.568,-0.568,465.5,2.21,602.0,31.14,14.7,6295.0,170.0,-223.0,4.456,0.049,-0.273,1.014,292.55002,39.023811,15.598
5585,FALSE POSITIVE,0,1,1,0,20.9794338,147.72605,0.00898,-0.00898,1.284,3.762,0.227,-0.227,2388.2,24.76,520.0,17.28,32.2,5182.0,201.0,-164.0,4.601,0.072,-0.048,0.666,281.60605,44.184761,15.486
5586,FALSE POSITIVE,0,0,1,0,15.6937855,131.9841,0.0186,-0.0186,0.2227,5.149,0.339,-0.339,367.7,1.99,755.0,76.79,14.2,5868.0,179.0,-199.0,4.397,0.094,-0.259,1.037,297.97269,48.672981,15.281
5587,FALSE POSITIVE,0,1,1,1,20.73376301,132.84493,0.00179,-0.00179,0.993,5.8043,0.0813,-0.0813,104600.0,54.58,663.0,45.6,97.3,5780.0,146.2316808787397,-164.97595596755505,4.438,0.12260846943199885,-0.1426957652840006,1.0,294.49814,46.691032,17.474
5588,FALSE POSITIVE,1,0,0,0,63.571688,186.4598,0.0327,-0.0327,0.7182,6.01,1.8,-1.8,591.0,2.14,399.0,6.02,5.4,5504.0,172.0,-138.0,4.572,0.026,-0.244,0.819,283.42587,41.325531,15.635
5589,FALSE POSITIVE,1,0,0,0,338.20075,263.5018,0.0831,-0.0831,0.2434,15.23,2.9,-2.9,678.2,2.08,223.0,0.59,11.1,5381.0,171.0,-143.0,4.575,0.024,-0.221,0.811,294.99933,44.213531,15.65
